service_date,total_rides
07/30/2014,1576300
01/09/2015,1355235
01/22/2015,1664935
07/09/2014,1618957
01/25/2015,618556
07/07/2014,1525975
07/28/2014,1540310
01/26/2015,1635395
07/31/2014,1605049
07/16/2014,1597309
01/07/2015,1017890
07/17/2014,1600506
02/27/2015,1640084
02/04/2015,1748617
02/11/2015,1736956
02/14/2015,895568
02/26/2015,1612761
02/15/2015,612459
02/25/2015,1658245
02/03/2015,1753605
02/07/2015,1040003
02/08/2015,698624
02/02/2015,1196137
02/21/2015,976348
02/19/2015,1151506
02/23/2015,1557756
02/05/2015,1712526
02/22/2015,678396
02/09/2015,1686611
02/17/2015,1658104
02/24/2015,1630546
02/28/2015,947720
02/13/2015,1652508
02/06/2015,1727739
02/12/2015,1612644
02/10/2015,1738560
02/16/2015,1200574
02/20/2015,1545300
02/18/2015,1541531
02/01/2015,564304
03/29/2015,688194
03/01/2015,677935
03/07/2015,1013101
03/02/2015,1628329
03/12/2015,1743520
03/05/2015,1653421
03/23/2015,1510510
03/27/2015,1615031
03/19/2015,1700056
03/16/2015,1707801
03/10/2015,1720724
03/15/2015,794100
03/28/2015,968720
03/13/2015,1752237
03/03/2015,1640390
03/26/2015,1662048
03/21/2015,1013940
03/11/2015,1733254
03/20/2015,1693237
03/24/2015,1632232
03/14/2015,1279465
03/18/2015,1708681
03/22/2015,689417
03/30/2015,1640684
03/08/2015,709286
03/31/2015,1675892
03/06/2015,1642348
03/17/2015,1704519
03/09/2015,1688946
03/25/2015,1650849
03/04/2015,1679140
05/09/2015,1027500
04/12/2015,742754
05/08/2015,1696820
05/20/2015,1667341
04/22/2015,1705949
04/23/2015,1735425
05/05/2015,1688403
05/01/2015,1829642
05/16/2015,1054469
05/28/2015,1712198
04/18/2015,1103856
04/29/2015,1728101
05/03/2015,814605
04/16/2015,1681271
04/24/2015,1695552
05/02/2015,1178477
05/23/2015,1077265
04/04/2015,1009116
05/22/2015,1669054
05/18/2015,1670833
05/19/2015,1662786
04/05/2015,720982
05/17/2015,789095
04/28/2015,1730927
04/27/2015,1695429
04/21/2015,1711339
05/21/2015,1706238
04/10/2015,1585820
04/06/2015,1519312
05/30/2015,910278
04/11/2015,1055836
05/31/2015,740025
04/26/2015,772387
05/13/2015,1710903
04/09/2015,1459359
05/26/2015,1622237
05/27/2015,1704953
05/10/2015,700538
05/24/2015,767496
04/01/2015,1758438
05/04/2015,1689779
04/20/2015,1670119
04/02/2015,1659356
04/19/2015,732898
04/14/2015,1742573
04/03/2015,1495458
05/29/2015,1693061
04/25/2015,932300
05/12/2015,1674839
04/17/2015,1755086
05/07/2015,1766739
04/15/2015,1701105
05/11/2015,1612501
04/13/2015,1676146
05/25/2015,755178
04/08/2015,1572564
05/06/2015,1741874
05/15/2015,1725861
05/14/2015,1707727
04/30/2015,1740731
04/07/2015,1540925
06/06/2015,1117993
06/17/2015,1645468
06/24/2015,1609166
06/15/2015,1592370
06/03/2015,1759592
06/01/2015,1700972
06/22/2015,1490794
06/10/2015,1716656
06/04/2015,1736298
06/08/2015,1651027
06/12/2015,1666253
06/19/2015,1706674
06/18/2015,1782297
06/23/2015,1634275
06/26/2015,1522615
06/14/2015,826424
06/07/2015,726694
06/09/2015,1724812
06/21/2015,830070
06/27/2015,1080206
06/30/2015,1586395
06/20/2015,1064589
06/29/2015,1528013
06/13/2015,1157915
06/28/2015,1017810
06/25/2015,1599683
06/02/2015,1712419
06/11/2015,1710076
06/16/2015,1729968
06/05/2015,1703619
08/09/2015,799903
07/16/2015,1564612
08/12/2015,1589611
08/21/2015,1615451
08/08/2015,1112183
07/27/2015,1580840
08/29/2015,989186
08/02/2015,895317
08/05/2015,1597200
08/01/2015,1161903
08/14/2015,1574276
08/20/2015,1599369
07/08/2015,1661409
07/17/2015,1631806
08/27/2015,1662188
07/31/2015,1706607
07/23/2015,1628305
08/26/2015,1635250
08/28/2015,1611593
08/16/2015,869325
07/15/2015,1634719
07/09/2015,1690353
07/07/2015,1629283
07/29/2015,1635106
08/03/2015,1585403
07/22/2015,1630524
08/10/2015,1488760
08/31/2015,1607747
07/01/2015,1649098
07/20/2015,1568812
08/19/2015,1570446
07/28/2015,1609418
08/23/2015,806508
08/11/2015,1593981
08/30/2015,789700
07/25/2015,1113492
07/21/2015,1630610
08/06/2015,1620411
07/03/2015,1215335
07/06/2015,1587256
07/18/2015,1045614
08/13/2015,1608111
07/30/2015,1637797
07/05/2015,862770
07/02/2015,1624505
08/17/2015,1484657
07/13/2015,1511744
08/04/2015,1602277
07/04/2015,1053837
07/12/2015,925630
07/10/2015,1710375
08/24/2015,1598347
07/24/2015,1648434
07/26/2015,821980
07/11/2015,1136490
08/25/2015,1607199
07/19/2015,883714
07/14/2015,1597436
08/18/2015,1527518
08/15/2015,1084937
08/22/2015,1102225
08/07/2015,1629329
10/18/2015,808167
09/07/2015,781627
09/13/2015,840742
09/28/2015,1759069
10/25/2015,783282
09/09/2015,1788333
10/01/2015,1841626
10/09/2015,1786375
09/05/2015,1100562
10/31/2015,918366
10/30/2015,1789431
09/19/2015,1116909
10/12/2015,1536222
09/18/2015,1748796
09/16/2015,1797216
10/19/2015,1749522
10/24/2015,1048229
10/27/2015,1741725
10/26/2015,1734885
09/17/2015,1779285
10/29/2015,1754321
10/02/2015,1818198
09/06/2015,905286
09/02/2015,1674613
10/06/2015,1798945
10/22/2015,1795940
10/28/2015,1736967
09/01/2015,1709470
09/20/2015,862628
09/11/2015,1796595
09/22/2015,1790198
10/04/2015,789479
10/15/2015,1807099
10/14/2015,1799585
09/08/2015,1641996
10/03/2015,1059727
10/21/2015,1837821
09/29/2015,1737141
09/25/2015,1815036
09/26/2015,1164496
10/17/2015,1124256
09/14/2015,1734328
10/16/2015,1792070
09/21/2015,1772532
09/24/2015,1777921
10/23/2015,1744301
10/08/2015,1811221
10/11/2015,958173
10/10/2015,1118840
10/05/2015,1754090
09/03/2015,1707515
09/27/2015,829344
10/20/2015,1826745
09/12/2015,1083521
09/15/2015,1809852
09/10/2015,1752368
09/04/2015,1672185
09/30/2015,1781375
10/13/2015,1821688
09/23/2015,1781428
10/07/2015,1824565
11/28/2015,856524
11/07/2015,1069874
11/18/2015,1702572
11/13/2015,1641805
11/03/2015,1817842
11/17/2015,1681304
11/23/2015,1658781
11/30/2015,1627288
11/24/2015,1703989
11/01/2015,815664
11/02/2015,1758121
11/11/2015,1494062
11/08/2015,793969
11/06/2015,1757926
11/05/2015,1793984
11/27/2015,853309
11/21/2015,899567
11/22/2015,695361
11/09/2015,1735104
11/04/2015,1798211
11/12/2015,1700337
11/25/2015,1402972
11/10/2015,1772503
11/15/2015,764192
11/20/2015,1707539
11/26/2015,522567
11/19/2015,1695885
11/14/2015,1020645
11/16/2015,1705902
11/29/2015,678304
12/03/2015,1747674
12/15/2015,1640388
12/25/2015,393818
12/08/2015,1685713
12/31/2015,1170181
12/18/2015,1584941
12/07/2015,1656414
12/21/2015,1340544
12/05/2015,1068221
12/23/2015,1226126
12/10/2015,1705686
12/12/2015,1032504
12/16/2015,1626930
12/06/2015,771240
12/30/2015,1222043
12/01/2015,1744693
12/04/2015,1745384
12/09/2015,1705505
12/26/2015,680189
12/28/2015,998520
12/02/2015,1698735
12/22/2015,1386620
12/14/2015,1577405
12/17/2015,1617049
12/27/2015,606906
12/24/2015,910305
12/19/2015,930168
12/11/2015,1714761
12/13/2015,727750
12/20/2015,718732
12/29/2015,1209543
02/24/2016,1520872
01/08/2016,1573989
01/16/2016,891009
01/09/2016,861136
01/10/2016,569969
02/06/2016,945898
01/23/2016,904974
01/26/2016,1636791
02/16/2016,1647255
02/25/2016,1617975
01/11/2016,1447740
01/15/2016,1600654
01/12/2016,1465843
02/08/2016,1589934
01/21/2016,1639439
02/22/2016,1614603
02/01/2016,1686630
01/05/2016,1574505
02/02/2016,1573158
01/07/2016,1583083
02/03/2016,1698476
01/14/2016,1617215
02/07/2016,678783
02/20/2016,1030870
02/09/2016,1611810
02/27/2016,992099
02/19/2016,1649910
01/27/2016,1651073
02/04/2016,1679633
01/24/2016,646663
02/14/2016,653429
01/04/2016,1532614
01/28/2016,1648441
02/29/2016,1605352
02/13/2016,830298
02/05/2016,1517082
02/10/2016,1592535
01/29/2016,1614638
01/19/2016,1538104
02/26/2016,1615388
01/17/2016,507692
02/21/2016,689959
01/18/2016,845283
01/03/2016,628201
02/11/2016,1619587
01/01/2016,623156
02/12/2016,1527075
02/23/2016,1656258
01/22/2016,1586450
01/30/2016,938388
01/25/2016,1616590
01/20/2016,1615435
01/02/2016,814368
01/06/2016,1587071
01/13/2016,1503883
01/31/2016,651417
02/15/2016,1153974
02/18/2016,1663944
02/17/2016,1656698
02/28/2016,708879
03/19/2016,958446
03/27/2016,620367
03/01/2016,1601697
03/21/2016,1552796
03/09/2016,1650991
03/20/2016,706952
03/10/2016,1668771
03/28/2016,1574618
03/16/2016,1656078
03/23/2016,1552873
03/29/2016,1657206
03/08/2016,1684189
03/24/2016,1460155
03/22/2016,1590544
03/11/2016,1684576
03/18/2016,1641626
03/25/2016,1373830
03/31/2016,1590789
03/15/2016,1657033
03/02/2016,1638695
03/03/2016,1646221
03/26/2016,934468
03/13/2016,635332
03/06/2016,720783
03/04/2016,1637809
03/05/2016,925176
03/30/2016,1611053
03/14/2016,1637335
03/07/2016,1605345
03/17/2016,1685170
03/12/2016,1147428
04/11/2016,1667085
04/10/2016,647581
04/24/2016,740724
04/08/2016,1536205
04/02/2016,898688
04/30/2016,890726
04/20/2016,1519734
04/16/2016,1060043
04/13/2016,1647321
04/18/2016,1517370
04/14/2016,1668584
04/25/2016,1606106
04/27/2016,1639313
04/06/2016,1614178
04/07/2016,1653951
04/15/2016,1687618
04/21/2016,1523450
04/05/2016,1673766
04/17/2016,786217
04/01/2016,1616566
04/26/2016,1644877
04/19/2016,1506995
04/28/2016,1672878
04/12/2016,1663923
04/03/2016,741474
04/29/2016,1708913
04/23/2016,949226
04/04/2016,1599501
04/22/2016,1466526
04/09/2016,956062
06/12/2016,823625
07/15/2016,1573807
05/14/2016,953352
05/06/2016,1692631
05/20/2016,1590468
05/24/2016,1622164
07/30/2016,1080053
05/26/2016,1628729
05/13/2016,1640070
05/27/2016,1566225
07/22/2016,1492888
06/09/2016,1618229
06/16/2016,1610124
07/05/2016,1504670
06/05/2016,811813
05/09/2016,1551991
05/21/2016,974319
07/19/2016,1592586
06/22/2016,1462617
07/16/2016,1057585
07/08/2016,1577000
06/07/2016,1658535
05/11/2016,1677431
07/10/2016,807463
06/13/2016,1587894
06/18/2016,1047258
07/29/2016,1607200
05/08/2016,751092
06/01/2016,1661329
06/24/2016,1544215
06/25/2016,1037484
07/07/2016,1543641
07/26/2016,1564008
06/23/2016,1518657
06/11/2016,1073367
05/15/2016,744807
06/30/2016,1546132
05/02/2016,1629666
06/20/2016,1548256
07/04/2016,804783
07/13/2016,1505266
05/12/2016,1624730
05/17/2016,1588075
05/31/2016,1555392
07/02/2016,978854
06/27/2016,1477031
06/19/2016,801797
06/10/2016,1715970
07/24/2016,717010
06/03/2016,1717180
07/06/2016,1560621
05/04/2016,1646977
05/01/2016,710406
06/06/2016,1616743
05/29/2016,840960
05/07/2016,997082
07/17/2016,781364
05/22/2016,751581
07/18/2016,1542958
05/25/2016,1587671
07/21/2016,1491001
05/28/2016,1033118
07/09/2016,1052007
05/18/2016,1614096
06/15/2016,1631872
07/23/2016,929377
07/20/2016,1583299
06/29/2016,1529646
07/27/2016,1621462
06/21/2016,1644306
06/14/2016,1612964
05/16/2016,1566376
06/26/2016,834368
05/30/2016,784057
07/12/2016,1532028
07/11/2016,1508286
07/25/2016,1502687
07/01/2016,1525645
06/08/2016,1658452
05/19/2016,1627902
05/10/2016,1588791
05/23/2016,1588542
06/17/2016,1650555
06/04/2016,967086
07/03/2016,792068
06/02/2016,1689040
06/28/2016,1520364
05/03/2016,1648975
07/28/2016,1613463
07/31/2016,872818
05/05/2016,1717206
07/14/2016,1570308
10/28/2016,1813046
08/01/2016,1584990
09/24/2016,1068494
09/20/2016,1721702
10/13/2016,1725809
10/07/2016,1766545
10/11/2016,1690378
10/24/2016,1649479
10/20/2016,1692404
10/26/2016,1606132
09/13/2016,1716676
09/28/2016,1643226
09/29/2016,1669663
09/06/2016,1671297
10/06/2016,1676555
10/12/2016,1632798
10/05/2016,1731296
08/24/2016,1473781
08/04/2016,1538489
09/08/2016,1680184
10/18/2016,1711974
08/19/2016,1461528
08/31/2016,1594444
08/10/2016,1543243
10/17/2016,1682053
08/16/2016,1527210
08/15/2016,1406757
08/28/2016,739807
08/06/2016,1006562
09/05/2016,747105
10/27/2016,1715153
08/09/2016,1550637
10/23/2016,754973
08/17/2016,1507196
08/26/2016,1565485
10/29/2016,1166214
09/25/2016,775213
08/05/2016,1526858
09/02/2016,1615309
10/09/2016,896704
10/16/2016,788664
08/27/2016,953380
09/10/2016,976407
10/25/2016,1677891
09/04/2016,848673
08/18/2016,1483724
10/03/2016,1688341
08/12/2016,1415758
10/10/2016,1423898
09/21/2016,1677475
09/22/2016,1712506
08/08/2016,1467057
10/15/2016,1077754
10/01/2016,956776
09/30/2016,1676753
10/21/2016,1667841
09/15/2016,1769977
08/13/2016,1011007
10/31/2016,1658286
09/17/2016,1061750
09/26/2016,1672397
10/04/2016,1718617
08/20/2016,926726
09/01/2016,1631480
08/14/2016,783324
10/30/2016,823872
09/27/2016,1685549
10/14/2016,1711027
08/29/2016,1531729
09/19/2016,1710224
09/07/2016,1670708
09/03/2016,1052150
09/16/2016,1732795
10/08/2016,1083682
09/09/2016,1664613
08/22/2016,1508855
09/18/2016,803888
08/11/2016,1542998
08/30/2016,1559088
08/07/2016,753981
10/22/2016,1100241
09/12/2016,1670285
09/23/2016,1713165
10/19/2016,1702120
08/21/2016,813374
08/25/2016,1513663
08/23/2016,1528517
09/14/2016,1710365
09/11/2016,752425
08/03/2016,1607527
08/02/2016,1575271
10/02/2016,743434
11/06/2016,786863
11/09/2016,1683096
11/08/2016,1672376
11/14/2016,1638378
11/23/2016,1286403
11/04/2016,1945417
11/13/2016,708325
11/21/2016,1602880
11/22/2016,1594532
11/07/2016,1696880
11/19/2016,978628
11/27/2016,645533
11/17/2016,1684933
11/24/2016,486116
11/30/2016,1620772
11/12/2016,974994
11/29/2016,1642925
11/01/2016,1746594
11/05/2016,1068266
11/25/2016,907530
11/10/2016,1649582
11/03/2016,1811185
11/28/2016,1522067
11/20/2016,661074
11/11/2016,1436343
11/15/2016,1678460
11/18/2016,1612268
11/02/2016,1709697
11/26/2016,824426
11/16/2016,1685982
12/02/2016,1662632
12/04/2016,646729
12/03/2016,974518
12/19/2016,1257376
12/29/2016,1126535
12/28/2016,1148619
12/16/2016,1435536
12/01/2016,1664688
12/09/2016,1537686
12/27/2016,1066116
12/05/2016,1576520
12/11/2016,601431
12/21/2016,1436115
12/13/2016,1499314
12/22/2016,1382362
12/06/2016,1604565
12/12/2016,1489807
12/25/2016,330762
12/18/2016,523951
12/23/2016,1192991
12/24/2016,645066
12/30/2016,1152633
12/20/2016,1427448
12/10/2016,897242
12/17/2016,840145
12/15/2016,1241332
12/26/2016,672501
12/14/2016,1423843
12/08/2016,1515144
12/07/2016,1577392
12/31/2016,795220
03/07/2017,1614099
03/18/2017,878388
01/03/2017,1341153
03/28/2017,1594859
01/08/2017,534156
01/22/2017,603406
03/12/2017,629192
03/10/2017,1547587
02/20/2017,1181558
03/08/2017,1609834
01/30/2017,1521304
01/01/2017,570398
03/20/2017,1493028
01/15/2017,609207
01/13/2017,1469613
01/25/2017,1575054
02/04/2017,832616
01/20/2017,1530127
03/13/2017,1465358
02/27/2017,1558146
03/19/2017,675460
03/04/2017,889068
02/03/2017,1473314
03/14/2017,1439465
03/24/2017,1537615
03/17/2017,1536327
03/06/2017,1526895
02/12/2017,654906
01/04/2017,1276461
01/14/2017,793168
03/29/2017,1583345
01/11/2017,1518281
01/17/2017,1567901
01/21/2017,1070933
01/18/2017,1577542
02/01/2017,1634345
01/10/2017,1484986
02/14/2017,1622715
01/29/2017,579293
03/25/2017,770727
02/18/2017,959264
03/11/2017,953277
03/23/2017,1510967
03/15/2017,1571126
02/10/2017,1553207
03/22/2017,1523158
02/21/2017,1590724
03/16/2017,1585839
02/05/2017,634439
03/09/2017,1590207
01/19/2017,1566966
02/25/2017,824412
02/28/2017,1554162
01/06/2017,1192077
02/17/2017,1580366
01/31/2017,1569463
01/05/2017,1241926
02/24/2017,1544068
01/09/2017,1473915
02/16/2017,1569923
03/21/2017,1553945
03/26/2017,633728
02/08/2017,1578813
02/02/2017,1565676
02/23/2017,1601511
01/23/2017,1541828
02/13/2017,1524136
02/15/2017,1577091
01/02/2017,686663
01/07/2017,682254
02/07/2017,1562471
02/26/2017,638234
02/11/2017,902800
03/30/2017,1475462
03/02/2017,1584385
03/01/2017,1605772
02/06/2017,1552170
01/16/2017,921830
01/28/2017,821610
02/19/2017,711972
03/27/2017,1549484
03/03/2017,1580589
03/05/2017,663166
01/12/2017,1491361
03/31/2017,1576480
02/22/2017,1631608
01/27/2017,1507698
01/26/2017,1573867
01/24/2017,1577703
02/09/2017,1542225
04/04/2017,1637065
05/18/2017,1600103
04/20/2017,1555174
04/08/2017,960665
05/02/2017,1608856
05/16/2017,1612044
04/17/2017,1547859
04/03/2017,1583911
04/27/2017,1556301
05/10/2017,1557264
04/07/2017,1506929
05/08/2017,1552255
05/04/2017,1606635
05/31/2017,1573079
05/01/2017,1595208
05/03/2017,1668670
04/15/2017,960904
05/22/2017,1561591
04/02/2017,676689
05/23/2017,1553170
04/29/2017,769414
05/29/2017,711612
04/11/2017,1456389
05/17/2017,1598281
05/27/2017,954384
05/05/2017,1612311
04/19/2017,1568429
05/12/2017,1569790
05/14/2017,678203
05/15/2017,1515072
04/10/2017,1403963
04/23/2017,704324
05/26/2017,1471647
05/19/2017,1494852
05/09/2017,1565895
04/16/2017,633283
04/18/2017,1620310
05/13/2017,932009
04/09/2017,724712
04/12/2017,1512794
05/20/2017,837798
04/06/2017,1593734
04/01/2017,951096
04/14/2017,1368522
04/13/2017,1469444
05/21/2017,716633
05/24/2017,1582964
04/22/2017,961172
05/25/2017,1606714
04/05/2017,1487807
05/28/2017,710963
05/07/2017,705915
05/06/2017,963617
04/21/2017,1573325
04/30/2017,576953
04/25/2017,1621749
04/26/2017,1596621
05/30/2017,1525125
05/11/2017,1587721
04/24/2017,1566896
04/28/2017,1571079
06/04/2017,784336
06/26/2017,1460661
06/03/2017,1018753
07/11/2017,1506399
07/24/2017,1510573
07/23/2017,752556
06/25/2017,904237
06/06/2017,1632573
06/18/2017,728667
06/09/2017,1655618
06/07/2017,1640347
07/28/2017,1492847
06/27/2017,1515215
07/05/2017,1479933
07/17/2017,1495763
06/28/2017,1456375
06/29/2017,1525250
06/20/2017,1582348
06/23/2017,1476816
07/14/2017,1511419
07/30/2017,734894
06/14/2017,1528734
06/01/2017,1631461
07/27/2017,1540708
06/22/2017,1478464
07/25/2017,1537390
07/07/2017,1530053
06/12/2017,1562393
07/18/2017,1530731
06/16/2017,1524339
06/19/2017,1495564
07/06/2017,1540464
06/11/2017,847087
07/15/2017,1007158
06/15/2017,1607849
07/04/2017,797782
06/05/2017,1607300
06/10/2017,1083810
07/21/2017,1495646
06/21/2017,1534840
07/16/2017,746270
07/08/2017,1035839
07/29/2017,959381
07/12/2017,1396785
07/10/2017,1414709
06/08/2017,1626770
07/26/2017,1525494
07/31/2017,1440124
06/02/2017,1657459
07/19/2017,1520257
06/17/2017,906122
07/22/2017,957520
06/13/2017,1581633
07/01/2017,1002521
07/13/2017,1524609
06/30/2017,1523782
06/24/2017,986815
07/02/2017,763087
07/03/2017,1213627
07/20/2017,1442728
07/09/2017,803100
09/19/2017,1647919
09/06/2017,1640875
10/23/2017,1553512
10/16/2017,1643829
08/24/2017,1497361
10/09/2017,1464664
08/04/2017,1560024
09/04/2017,701628
09/09/2017,999801
08/21/2017,1383124
08/05/2017,1050406
09/12/2017,1697198
09/15/2017,1709657
09/11/2017,1629651
09/18/2017,1638563
08/08/2017,1497084
08/29/2017,1546611
08/30/2017,1580682
08/27/2017,694949
10/07/2017,954039
10/17/2017,1702236
10/22/2017,665151
10/08/2017,913102
10/25/2017,1670572
08/12/2017,983038
10/29/2017,676303
10/13/2017,1676505
08/23/2017,1482895
09/14/2017,1713081
10/27/2017,1603140
10/06/2017,1647745
10/04/2017,1687703
09/29/2017,1710460
08/06/2017,807380
10/20/2017,1659534
09/02/2017,994111
08/10/2017,1492949
09/22/2017,1635095
08/26/2017,933502
08/17/2017,1474612
08/01/2017,1563329
08/02/2017,1582892
10/19/2017,1724426
09/25/2017,1628702
10/02/2017,1645532
10/31/2017,1602443
08/14/2017,1439010
10/24/2017,1582473
10/30/2017,1591536
10/12/2017,1681438
10/14/2017,744554
08/03/2017,1597698
09/24/2017,729522
09/05/2017,1656373
10/10/2017,1696215
09/23/2017,964271
08/15/2017,1474945
08/22/2017,1438496
10/28/2017,894826
08/20/2017,776974
10/26/2017,1677538
08/11/2017,1503117
09/20/2017,1682072
08/16/2017,1474202
08/18/2017,1493030
08/31/2017,1577272
10/05/2017,1705860
08/09/2017,1492470
09/30/2017,1007490
10/01/2017,750626
08/07/2017,1437742
09/03/2017,828658
09/26/2017,1668812
09/07/2017,1669134
10/18/2017,1719895
08/19/2017,998723
09/27/2017,1679414
09/21/2017,1647472
09/17/2017,766199
10/21/2017,1001673
08/13/2017,735386
10/15/2017,698001
09/10/2017,758785
09/16/2017,1038722
08/25/2017,1490315
09/13/2017,1689738
10/03/2017,1715104
08/28/2017,1502183
09/08/2017,1658916
09/28/2017,1691062
10/11/2017,1668138
11/02/2017,1659222
11/17/2017,1615454
11/12/2017,644153
11/29/2017,1611833
11/15/2017,1596645
11/04/2017,844852
11/08/2017,1672489
11/14/2017,1643885
11/19/2017,689758
11/25/2017,794918
11/24/2017,918916
11/21/2017,1570983
11/28/2017,1601118
11/10/2017,1462348
11/05/2017,671408
11/01/2017,1661723
11/22/2017,1298547
11/03/2017,1571271
11/18/2017,856070
11/30/2017,1623552
11/13/2017,1604679
11/06/2017,1639474
11/27/2017,1566219
11/20/2017,1587551
11/16/2017,1605565
11/09/2017,1661354
11/07/2017,1656765
11/26/2017,627683
11/23/2017,472080
11/11/2017,889027
12/09/2017,845649
12/07/2017,1536063
12/26/2017,726565
12/29/2017,1018916
12/20/2017,1482042
12/13/2017,1516173
12/31/2017,510092
12/03/2017,717077
12/10/2017,631661
12/05/2017,1560100
12/17/2017,647632
12/06/2017,1571713
12/16/2017,904365
12/08/2017,1545751
12/21/2017,1429400
12/04/2017,1595337
12/19/2017,1510302
12/24/2017,481738
12/30/2017,611588
12/27/2017,882872
12/02/2017,973375
12/15/2017,1481161
12/25/2017,282910
12/22/2017,1313452
12/11/2017,1514042
12/14/2017,1513644
12/18/2017,1459440
12/12/2017,1493261
12/01/2017,1676040
12/28/2017,966461
12/23/2017,762982
03/01/2018,1532068
02/04/2018,512259
03/19/2018,1517042
03/31/2018,777426
01/01/2018,395365
03/20/2018,1518226
03/11/2018,626703
02/20/2018,1504849
02/21/2018,1571629
01/02/2018,1021822
01/10/2018,1478131
03/08/2018,1547664
02/03/2018,779863
01/09/2018,1464808
01/31/2018,1544671
03/13/2018,1540786
01/03/2018,1186318
01/17/2018,1500701
02/06/2018,1491593
02/13/2018,1576188
03/16/2018,1547802
03/10/2018,865157
01/19/2018,1485577
03/28/2018,1415064
02/08/2018,1510148
01/20/2018,887608
03/18/2018,682133
01/06/2018,664884
01/22/2018,1493803
02/14/2018,1602649
03/29/2018,1378143
03/24/2018,814077
03/27/2018,1372802
03/12/2018,1513281
03/07/2018,1561600
02/11/2018,554823
02/24/2018,848767
03/02/2018,1558410
03/30/2018,1280876
03/17/2018,1079505
02/27/2018,1589965
01/14/2018,536582
02/09/2018,970401
02/26/2018,1544491
02/17/2018,822236
01/15/2018,883472
02/28/2018,1574688
03/09/2018,1518244
01/12/2018,1373946
01/27/2018,840393
03/06/2018,1541361
01/04/2018,1185495
01/26/2018,1529441
02/25/2018,639783
02/15/2018,1566469
01/13/2018,715907
03/05/2018,1479469
03/04/2018,649177
02/22/2018,1577268
02/12/2018,1463566
03/22/2018,1530463
01/25/2018,1557206
01/11/2018,1469693
03/15/2018,1583762
02/19/2018,1093604
01/24/2018,1540446
03/26/2018,1345406
03/14/2018,1581792
02/23/2018,1541246
03/03/2018,889789
01/08/2018,1420040
03/21/2018,1531154
01/07/2018,511042
01/16/2018,1490100
02/10/2018,751307
03/23/2018,1489796
01/28/2018,589774
02/16/2018,1528501
01/30/2018,1525320
02/01/2018,1549031
02/02/2018,1364040
02/05/2018,1409640
02/07/2018,1504600
01/18/2018,1508519
01/23/2018,1528808
01/05/2018,1169688
01/21/2018,576466
02/18/2018,645421
03/25/2018,638206
01/29/2018,1474199
04/24/2018,1570774
06/22/2018,1358787
06/30/2018,941869
04/26/2018,1615336
04/09/2018,1482398
06/10/2018,671429
05/11/2018,1532922
05/26/2018,946482
04/27/2018,1565346
04/19/2018,1524225
05/30/2018,1510234
04/13/2018,1445775
05/02/2018,1586861
05/06/2018,674546
06/17/2018,676689
05/22/2018,1582639
06/20/2018,1504766
04/14/2018,792112
04/02/2018,1470130
06/02/2018,933303
06/29/2018,1504586
05/18/2018,1502196
06/11/2018,1505812
04/10/2018,1547032
04/22/2018,642710
04/01/2018,544204
05/09/2018,1559948
05/21/2018,1379601
05/10/2018,1601466
05/12/2018,833022
05/28/2018,689653
04/08/2018,618820
04/29/2018,682311
06/15/2018,1510839
04/15/2018,559134
05/08/2018,1622465
05/31/2018,1573050
06/21/2018,1312162
06/26/2018,1432557
04/25/2018,1587009
05/29/2018,1513570
05/19/2018,869357
06/16/2018,914206
06/18/2018,1465430
06/23/2018,940004
04/23/2018,1522864
04/17/2018,1590053
05/05/2018,949557
05/04/2018,1567144
06/14/2018,1550425
06/13/2018,1543786
06/06/2018,1598684
06/07/2018,1620210
04/04/2018,1561698
06/12/2018,1557538
06/08/2018,1545893
04/16/2018,1478008
04/12/2018,1611615
04/06/2018,1513701
05/15/2018,1538095
04/05/2018,1570865
06/24/2018,897821
04/21/2018,848298
06/04/2018,1547222
06/28/2018,1510286
05/07/2018,1564236
04/03/2018,1536473
06/03/2018,726096
05/24/2018,1571255
05/16/2018,1557512
05/27/2018,758012
05/14/2018,1429595
05/01/2018,1654457
05/17/2018,1551202
04/18/2018,1511503
06/01/2018,1624869
04/30/2018,1564530
05/20/2018,610670
05/23/2018,1602256
04/07/2018,871142
06/25/2018,1440782
05/25/2018,1528062
06/27/2018,1478347
06/05/2018,1604831
05/03/2018,1584334
04/11/2018,1619524
04/28/2018,906981
06/09/2018,939454
06/19/2018,1547623
05/13/2018,641777
04/20/2018,1548131
07/01/2018,683055
07/02/2018,1413118
07/03/2018,1488553
07/04/2018,751848
07/05/2018,1268461
07/06/2018,1419198
07/07/2018,924736
07/08/2018,722824
07/09/2018,1447064
07/10/2018,1508323
07/11/2018,1537340
07/12/2018,1521677
07/13/2018,1537214
07/14/2018,926947
07/15/2018,758148
07/16/2018,1432334
07/17/2018,1507794
07/18/2018,1515847
07/19/2018,1546104
07/20/2018,1484228
07/21/2018,952937
07/22/2018,697297
07/23/2018,1489246
07/24/2018,1541846
07/25/2018,1531519
07/26/2018,1539184
07/27/2018,1471300
07/28/2018,937250
07/29/2018,729415
07/30/2018,1440560
07/31/2018,1462968
08/01/2018,1535810
08/02/2018,1605412
08/03/2018,1596969
08/04/2018,1002286
08/05/2018,792353
08/06/2018,1375559
08/07/2018,1412495
08/08/2018,1464334
08/09/2018,1452223
08/10/2018,1486058
08/11/2018,983810
08/12/2018,744383
08/13/2018,1386954
08/14/2018,1461590
